CustomerID,Gender,Age,SubscriptionType,MonthlyCharges,TenureMonths,NumSupportTickets,AutoRenew,PaymentMethod,Churn
CUST33692,Male,40.24367422355908,Basic,76.34064033187342,65.68579116247808,2.483689860046862,Yes,DebitCard,Yes
CUST36849,Female,65.08134286974392,Premium,42.80027882093441,1.544024931105053,0.8275143442320905,Yes,PayPal,Yes
CUST99017,Male,44.24067000847996,Plus,45.95649270217573,65.46524371849874,0.0,No,PayPal,No
CUST85798,Female,36.36561416008697,Premium,32.071199001247614,13.688361427350618,1.6114035456587603,No,DebitCard,Yes
CUST15807,Male,71.5138849255577,Premium,25.30725457556174,68.97947322699086,0.0,No,PayPal,No
CUST68963,Male,29.239421754771715,Premium,87.58794196777961,55.10545471110726,0.0,No,CreditCard,No
CUST59540,Female,60.08665500693582,Plus,69.3497250875088,52.17863047013828,3.1826561447468507,No,CreditCard,Yes
CUST77063,Male,60.288417482531905,Premium,44.43130565684754,59.68872057712942,0.042958350448103366,No,CreditCard,No
CUST95234,Male,56.170530206133805,Basic,71.642196116808,64.570945414773,0.5693676909414274,No,DebitCard,Yes
CUST73521,Female,67.73461299739303,Basic,38.37647254081587,61.464415450335665,1.3383272114753848,No,CreditCard,Yes
CUST60235,Female,32.549524119710036,Plus,48.80311617993899,53.76994993508928,0.0,No,PayPal,No
CUST78611,Male,68.67763815467374,Basic,73.77310016023607,9.61250199830896,0.0,No,PayPal,No
CUST38099,Male,32.9996723793838,Premium,16.633505176641314,40.72324125597047,3.6756009319419203,No,DebitCard,No
CUST51420,Female,22.504915185613097,Plus,67.39449812340865,19.377294442196515,1.3036304437000061,Yes,CreditCard,Yes
CUST36447,Male,40.643878525888,Premium,21.61200806950413,5.544937043148554,0.0,Yes,PayPal,No
CUST42297,Male,26.970993476001055,Basic,13.823838921185741,59.375571497705174,0.6773824221780974,No,PayPal,No
CUST12991,Female,53.58221155748106,Plus,26.70225307508043,13.967193696417645,3.6607029811563545,Yes,PayPal,Yes
CUST43956,Male,46.164039889851345,Premium,10.486349682079526,45.35980512314001,2.3853522475375137,Yes,CreditCard,Yes
CUST59997,Male,64.60543023929137,Basic,76.68487318135533,25.48559878364039,1.3246230750927768,Yes,CreditCard,Yes
CUST71563,Female,46.622677521344926,Plus,81.98594752933275,22.363067012310058,1.7340436941392174,Yes,CreditCard,Yes
CUST49901,Female,62.153483289002764,Basic,41.63634656522094,32.04314585771598,0.0,Yes,CreditCard,No
CUST53481,Female,49.722182102432626,Premium,60.03806944685481,15.476512913952948,0.8578619089029889,Yes,CreditCard,Yes
CUST48304,Female,57.26075273291191,Basic,31.160563910197887,49.104752174712246,0.0,No,DebitCard,Yes
CUST88904,Male,30.407238378770185,Basic,13.03452472272975,40.17220021443487,0.8779762585044599,No,CreditCard,No
CUST14480,Male,41.19499750348758,Basic,60.40941183733026,55.26365779965662,0.0,No,CreditCard,Yes
CUST22152,Male,67.22969616292393,Basic,81.25035314257421,48.67616043986237,0.727943870045115,Yes,CreditCard,Yes
CUST18978,Female,42.009414396395876,Basic,8.942992421890306,34.23669188064763,2.453122540611943,No,CreditCard,No
CUST65669,Male,50.8576360650874,Premium,36.80130159391775,52.62262761262559,3.4871608120641895,Yes,CreditCard,Yes
CUST32507,Male,42.636615787617565,Plus,75.45593708148246,31.208531652771217,0.0,Yes,PayPal,Yes
CUST66117,Female,30.052380874753094,Basic,49.83902757528076,43.26802560078644,0.0,No,CreditCard,No
CUST31979,Female,63.586901963310325,Basic,89.63930563334205,58.68191406407397,0.0,Yes,DebitCard,No
CUST67393,Male,47.7706540219274,Basic,60.39410398541068,71.49551950182853,4.70411102771747,Yes,CreditCard,No
CUST36900,Female,39.68902946849113,Basic,14.426336669201318,20.53596936096411,1.8816411885640387,Yes,CreditCard,Yes
CUST34630,Female,42.85697737752186,Premium,18.27689408118945,38.854284693282395,0.0,No,CreditCard,Yes
CUST42361,Male,24.843120879321567,Basic,68.76303518375505,45.40402937186792,2.9566514164766264,Yes,DebitCard,No
CUST86051,Male,54.49577643990685,Plus,60.540154681763106,2.713869397017582,0.23268047682648724,Yes,PayPal,No
CUST20669,Male,18.597840143097994,Plus,77.21033250763686,51.013647351689045,3.299168410389869,Yes,CreditCard,Yes
CUST36167,Male,38.25270020063308,Premium,72.89738164783981,19.27536619998084,0.5098363314549524,Yes,DebitCard,Yes
CUST10790,Female,50.02371719811992,Basic,89.4304717311515,28.2162459568941,0.3959952059509494,No,PayPal,No
CUST67820,Male,58.75044456016296,Plus,78.20384283173884,9.296714782784683,0.7093308616018337,No,DebitCard,No
CUST50398,Female,41.354926969786156,Plus,61.58361338655898,0.25656370983281507,4.801845102288952,No,CreditCard,No
CUST25198,Male,64.33190093812682,Plus,74.80457127721093,57.803010357877675,3.2128337001796465,Yes,PayPal,Yes
CUST60107,Female,42.16413061590254,Plus,45.3478728963978,63.2135736245536,0.7336240994390664,No,CreditCard,Yes
CUST29034,Female,63.91589635100689,Basic,94.55758290724877,65.39415676638558,1.2304845895183805,Yes,PayPal,Yes
CUST72865,Female,21.11193242053001,Premium,19.670911950000246,3.3492544947895015,0.3104135253040665,Yes,PayPal,No
CUST93356,Male,42.38436237490203,Premium,52.92167122383812,29.473100449427747,0.5728701050012205,Yes,CreditCard,No
CUST22302,Male,51.56092333459277,Premium,46.860379028289756,44.77554130757602,3.8807535465222776,No,CreditCard,No
CUST94675,Male,61.07651247295637,Plus,77.34457691300597,59.075570112042065,1.6044279674249824,Yes,DebitCard,Yes
CUST64024,Female,68.1825925232432,Basic,84.74712504216018,8.613450596381728,0.19676055005181592,Yes,DebitCard,No
CUST89219,Male,51.63192310700955,Premium,69.77886700749521,57.18111868117265,0.0,No,CreditCard,Yes
CUST48373,Male,66.77997213481606,Premium,51.31969347865803,25.491297117524503,0.6631482758602443,No,CreditCard,Yes
CUST64531,Male,35.02171731708103,Basic,46.07465971460866,37.908099849334285,5.307223842277751,No,PayPal,Yes
CUST28141,Female,54.93862120809674,Premium,60.54503558045084,39.9934578983653,5.037697446998507,No,DebitCard,Yes
CUST99821,Male,61.29596911303599,Plus,41.41891664207301,67.51294182613023,2.4383445252836307,No,DebitCard,Yes
CUST50737,Male,24.024657191361374,Premium,46.385649578140665,66.91351466335746,0.0,No,PayPal,No
CUST64476,Male,19.706386876441158,Premium,23.181359796106655,65.8476009511833,2.056962295933199,Yes,CreditCard,No
CUST49346,Male,33.254376284965055,Basic,21.799544499339795,3.9130919023018205,0.8507910299471277,Yes,PayPal,No
CUST13663,Male,53.07682113905156,Premium,49.316430281721345,41.18172371599231,0.0,Yes,CreditCard,Yes
CUST35786,Female,62.11732791933152,Plus,14.141427106895115,29.857524583262105,0.0,Yes,CreditCard,No
CUST22862,Male,23.824001441143228,Basic,58.372002971771856,16.808789762929134,0.0,Yes,CreditCard,Yes
CUST53417,Female,15.90753303090059,Premium,43.7097844464059,52.442025043478104,1.0157941729404483,No,PayPal,Yes
CUST82655,Male,54.20422639371355,Premium,67.21848056583347,65.13989204582026,1.4342342154721173,No,PayPal,No
CUST88432,Female,38.315367534937224,Plus,19.980939937162475,43.97873070552444,1.1288841451909515,Yes,PayPal,Yes
CUST95325,Male,68.89422333455303,Plus,75.97605286602246,23.083322045456622,1.1957723483307223,No,CreditCard,Yes
CUST90903,Female,61.5943960506504,Plus,71.35464807333135,39.49437335229719,2.5613831656781656,No,PayPal,Yes
CUST94489,Female,16.487776341355534,Premium,33.44339326581926,19.52229014939425,0.49333558268259137,No,PayPal,Yes
CUST79064,Male,23.5161617964369,Plus,59.14256788313656,50.208984052108626,0.7525839294459891,No,DebitCard,Yes
CUST67556,Male,62.75354036273547,Premium,51.44110039549989,16.628790630798985,0.5170587079922799,Yes,PayPal,No
CUST76743,Female,56.50832685667085,Plus,58.76873956954524,61.18685331312009,0.0,No,PayPal,No
CUST62792,Male,46.0827589834155,Basic,80.35508541296524,67.80829717731203,3.6513990084562034,No,CreditCard,Yes
CUST98544,Male,62.6237577376354,Basic,89.95349331556586,24.05647838022341,0.0,Yes,PayPal,No
CUST96496,Female,63.093156700217136,Plus,82.22203388661545,6.307147820714538,0.8383675332820505,Yes,PayPal,No
CUST90694,Male,60.52894163727197,Plus,82.09872411826535,71.1679152462952,2.8025107208329096,Yes,DebitCard,No
CUST50163,Male,30.625898136086594,Basic,50.7729363087127,32.46151876495649,0.37427512326292867,Yes,DebitCard,No
CUST37828,Male,66.94591866091841,Premium,75.63941942973344,15.279568037874927,0.0,Yes,DebitCard,No
CUST67239,Male,18.200652120752387,Plus,71.48804524496448,61.03958338148674,0.0404928448947125,No,DebitCard,Yes
CUST24755,Female,40.644544768686856,Plus,55.66144582646122,62.79716739774057,2.324975831458314,No,CreditCard,No
CUST83005,Female,67.82392092888708,Basic,78.25635677305628,42.49882455344714,0.13518529407457525,Yes,CreditCard,Yes
CUST82210,Female,45.380357553452924,Premium,41.132630921590255,60.0947018586896,2.352597985748043,No,PayPal,No
CUST17729,Female,27.516786982774477,Premium,64.88825302737382,26.70822006442713,1.4528663726483697,No,PayPal,Yes
CUST38855,Male,29.70945082961051,Plus,11.670689137725855,61.345499028147714,3.3612822685690205,Yes,DebitCard,Yes
CUST19238,Male,40.89390080056351,Premium,40.27219872179516,27.994268936285252,3.764068280798658,No,DebitCard,No
CUST54010,Male,19.063745635672618,Premium,92.96666207124166,63.35080908824707,5.607318120898878,No,PayPal,Yes
CUST56856,Female,28.719634278868945,Basic,94.44397574585636,12.325992119900274,0.20459405064942698,No,DebitCard,No
CUST66852,Female,33.16614384179235,Premium,81.27284563732974,42.32649253526451,2.7860740245144835,No,DebitCard,Yes
CUST12991,Female,27.510871506857498,Plus,27.753984791510756,63.63170361976898,0.7591180613571887,No,CreditCard,Yes
CUST74396,Male,61.41826243742114,Basic,12.225878947673744,38.91366983695324,0.0,Yes,PayPal,Yes
CUST55716,Male,58.14837653016347,Plus,95.31596982270825,67.07177544923523,0.0,No,DebitCard,No
CUST71886,Male,23.020341342470342,Basic,80.6774990103869,61.25213891071693,0.0,No,DebitCard,No
CUST82664,Male,47.79910043079213,Premium,21.047100246201023,1.9046635504523524,1.3096826029930764,Yes,PayPal,No
CUST56471,Male,60.14117462673032,Plus,72.68057458624327,65.79583988181358,0.10586896416280434,No,PayPal,No
CUST32687,Female,40.22528770617026,Basic,54.80343818793767,60.32626781372349,1.9144820636302105,No,CreditCard,Yes
CUST52621,Male,45.24472454486152,Basic,41.80758842906025,58.99272481564303,0.8427080658671607,No,DebitCard,Yes
CUST21293,Male,25.3767129712665,Plus,31.00943226299979,33.19190664917592,1.1540624660812617,Yes,DebitCard,Yes
CUST64987,Male,62.424957594150804,Basic,63.97175641280043,32.708680964402674,0.9775703370373952,Yes,CreditCard,Yes
CUST22434,Male,64.71643533394355,Plus,15.120459067367369,61.47166940358636,3.8939773280925745,Yes,CreditCard,Yes
CUST58007,Female,65.84066272275928,Basic,72.8037463187253,19.16710755036797,6.640103979367828,Yes,CreditCard,Yes
CUST43856,Female,26.04994846885969,Premium,28.724285913285932,30.554168045870174,1.0580504868040246,Yes,PayPal,No
CUST44199,Female,49.06893439015831,Premium,95.96851652623899,20.7534824281739,2.095157242226331,No,PayPal,No
CUST31439,Female,57.772439433629074,Basic,14.079013661759763,28.053508259519354,4.427280109945612,Yes,CreditCard,No
CUST48657,Female,50.43085154963955,Premium,49.07045869253564,21.73417496752614,1.7680153709772546,Yes,DebitCard,Yes
CUST39590,Female,52.659181195101155,Basic,18.76741633512154,18.630375425613835,0.8761892789145027,No,PayPal,Yes
CUST27292,Female,40.65507717334767,Plus,54.09638911739958,12.894041598989526,0.03483677961245313,No,CreditCard,Yes
CUST57696,Female,49.43673183285423,Premium,42.2050925398099,40.47068999047944,0.0,Yes,CreditCard,Yes
CUST44588,Male,45.926714856484466,Premium,38.38851372105285,56.95142345501721,5.8983974753962105,Yes,CreditCard,No
CUST45826,Male,44.25900988944172,Basic,54.62300170038022,31.776558462214155,0.0,Yes,CreditCard,Yes
CUST69519,Male,66.07700989372162,Plus,93.38201296483423,57.660315017446564,1.4279013170241708,No,PayPal,Yes
CUST99045,Male,69.21463872102527,Premium,57.61304314235952,56.58319570926291,1.9554701031086523,No,DebitCard,No
CUST19964,Male,37.08827976142479,Premium,62.459948614895104,52.983834262687424,1.4240250305742066,No,PayPal,Yes
CUST70796,Male,51.86385262847677,Basic,49.69742304268788,19.555835610504445,5.157728795646834,Yes,CreditCard,No
CUST99103,Female,22.520521418869272,Plus,39.513464330963075,60.3836221163323,0.04425745631590905,No,CreditCard,Yes
CUST82720,Male,21.319400276053553,Plus,14.195192671807611,15.497268431206612,2.4220600404198973,No,DebitCard,No
CUST68333,Female,26.544586807261407,Plus,98.35734701654069,42.163016226486654,0.0,Yes,PayPal,Yes
CUST37400,Male,32.469757836353665,Premium,36.715773701077005,37.189403424090926,0.0,Yes,PayPal,No
CUST60779,Female,45.04160809954065,Premium,86.04881979308584,55.04201819947669,2.9891200423539086,Yes,PayPal,Yes
CUST40161,Male,67.84061696890251,Plus,34.512826174516434,12.767093276477166,5.073831279820156,No,CreditCard,Yes
CUST32467,Male,43.26997385025796,Plus,22.292898919652217,63.1656252233366,0.0,Yes,DebitCard,No
CUST85625,Male,51.45839347223982,Basic,50.511452356243545,16.37942764659411,0.0,Yes,DebitCard,No
CUST50945,Female,15.930227032987629,Basic,65.78879418958789,6.759170767990344,1.0279157325625006,No,PayPal,No
CUST73349,Male,53.991842098782115,Basic,57.49045538162146,38.007443144140595,0.763298942751721,Yes,CreditCard,Yes
CUST13057,Male,20.2685112276947,Basic,85.96296241158262,50.04554851164901,0.0,Yes,DebitCard,No
CUST97535,Female,34.39486869082351,Premium,76.03713786785298,9.730556139630405,0.0,Yes,CreditCard,Yes
CUST64551,Female,59.55991808908145,Plus,7.894450559084573,37.88701047465805,1.506699309073851,No,CreditCard,No
CUST19778,Female,64.7001663313905,Basic,48.017700684834125,62.14721204562667,0.0,No,CreditCard,Yes
CUST22913,Female,20.3586060359207,Basic,47.31940880480529,6.823030179315299,5.191701772537939,No,CreditCard,Yes
CUST71269,Male,44.88408314034998,Plus,40.981390936008744,58.7496503703886,1.4214155054831141,Yes,CreditCard,Yes
CUST63791,Male,62.9334666534232,Premium,25.565094762886567,60.94797801322228,0.20744973373456133,No,PayPal,No
CUST82814,Male,47.415697710077275,Premium,42.23447684067802,14.458177033347383,2.3975407912765734,No,DebitCard,Yes
CUST93496,Male,26.375068992961854,Basic,16.88146712234756,68.94401671292547,1.2518434259396851,Yes,CreditCard,No
CUST55334,Female,48.668138289016476,Premium,83.14326490326562,52.828632058050715,6.961437057270672,Yes,CreditCard,Yes
CUST80456,Male,50.647614140262654,Basic,50.850759778862546,37.69429531647505,0.19586752963615664,Yes,CreditCard,Yes
CUST39435,Male,46.90968370007984,Premium,57.58852684722501,59.937602203817534,0.31558533317783377,No,CreditCard,Yes
CUST42486,Male,66.23942852272896,Plus,52.435953978964946,16.050295008455407,1.4363664815251318,Yes,CreditCard,Yes
CUST78849,Male,30.762816666606522,Basic,13.8887841229245,39.84440879237936,1.8725059257518675,No,DebitCard,No
CUST39731,Female,49.13001499195927,Premium,95.80130948987946,42.767972035454186,4.974837228113065,No,CreditCard,Yes
CUST84264,Female,17.102263028129734,Premium,33.8163431577139,35.41778152074488,3.39997085236386,No,DebitCard,Yes
CUST21478,Female,37.61971087828771,Basic,43.228092858074056,35.391545197143365,1.5765494888709215,Yes,DebitCard,Yes
CUST18769,Male,66.80507456263861,Basic,69.6226857428974,8.216427055157515,0.7437086297747193,No,PayPal,No
CUST97386,Female,22.34885846641077,Premium,22.53721837792027,30.805881625127153,0.5077467512020457,Yes,DebitCard,Yes
CUST79018,Male,37.63859686587595,Basic,79.52377463533564,62.595307349424544,3.5934974816240133,Yes,DebitCard,Yes
CUST12447,Male,47.49503567613506,Basic,55.89623810995616,56.7080105136875,3.69942756018443,Yes,DebitCard,Yes
CUST57711,Female,65.74670163538602,Premium,78.88972937107735,27.30961058555081,2.995835748865031,No,PayPal,Yes
CUST56084,Female,20.62360756245789,Premium,15.230732244049065,51.3142744685427,2.5830671000456404,No,CreditCard,Yes
CUST54599,Female,51.46922215462647,Plus,78.74371174273044,37.827436910376655,1.5343894209818358,Yes,DebitCard,Yes
CUST14521,Male,25.68341187261688,Basic,24.400243378688266,63.291494258778734,0.0,Yes,CreditCard,Yes
CUST72734,Female,31.988929338029575,Basic,26.197343501188268,30.632501185403857,0.0,No,PayPal,No
CUST10721,Female,49.62561895259821,Plus,55.63064121792585,27.1211116767228,0.22770253192540368,Yes,DebitCard,No
CUST45975,Male,51.058134971035436,Premium,37.006873042719064,20.30003881018058,3.0498229898062164,No,CreditCard,No
CUST28485,Male,24.862838780267335,Basic,46.73929874568241,58.2168551180254,6.9866679867097945,No,CreditCard,No
CUST43957,Female,38.93813730003318,Plus,34.40235057496616,19.62147971434597,2.135540349971933,Yes,PayPal,No
CUST99114,Male,25.069896012277205,Premium,40.697234893805394,50.027664303980366,0.0,No,DebitCard,No
CUST82769,Male,37.099796025015685,Plus,79.1460288379008,28.574802443128934,1.100833949946379,Yes,DebitCard,No
CUST33760,Male,58.32393248220016,Plus,73.66841085452496,32.00117878876382,5.097042116539708,No,DebitCard,No
CUST96344,Female,47.11673240904633,Premium,52.57046514649223,40.684450545660376,2.635870481262639,Yes,DebitCard,No
CUST21899,Female,50.823822722084046,Premium,30.34225517710779,44.06470817451648,0.11706824057672927,Yes,PayPal,No
CUST87763,Female,62.9692780514043,Plus,43.830480367217234,8.67972855056533,5.1829951837434205,No,CreditCard,Yes
CUST26853,Female,41.81220365514964,Premium,66.48809127174958,27.7688799820031,1.4568791175077602,Yes,PayPal,Yes
CUST45362,Female,20.84595012036282,Premium,102.19027193784876,58.47363127519166,1.2257897760380978,No,CreditCard,Yes
CUST57397,Male,22.4053993507114,Plus,95.92164293507082,8.59685057724656,0.0,No,CreditCard,No
CUST28984,Female,56.621562707074006,Basic,67.43446390569152,57.169088367035606,0.2652460265330564,No,DebitCard,No
CUST94631,Male,68.41242089323869,Plus,78.45999070990173,27.259509563912573,1.8603902897613533,No,PayPal,Yes
CUST49492,Male,64.12622505992404,Plus,78.98435562415644,46.53103086268883,5.164124897099754,No,PayPal,Yes
CUST10956,Female,24.952333506938736,Plus,49.01158734421618,46.86774561331073,0.0,Yes,PayPal,No
CUST49571,Male,26.658539508223484,Premium,23.673088099146423,17.699461463406873,0.0,No,CreditCard,No
CUST64806,Female,44.13103283015368,Plus,76.22765776583745,35.44025156079343,0.0,Yes,DebitCard,No
CUST96879,Female,27.643625419416118,Plus,88.09193764074786,67.23727022369691,5.944557965491428,No,PayPal,No
CUST26902,Female,53.11972486097653,Plus,91.97832100250534,62.338664819373,0.5063083741399007,No,CreditCard,Yes
CUST73248,Male,31.69494205231741,Plus,19.704386184113673,64.60726078080097,5.050231388638945,Yes,PayPal,Yes
CUST86437,Male,54.978764977561795,Basic,84.84974183189672,0.6584304347969974,4.893056362597742,Yes,CreditCard,No
CUST44420,Female,22.949367829845052,Basic,39.67051825731422,38.87006829711505,0.0,No,CreditCard,Yes
CUST65158,Male,62.779930429522,Premium,21.17483899430281,21.092598417856014,2.6039664628560413,Yes,DebitCard,Yes
CUST48986,Male,65.72730802083152,Basic,33.61087225834663,28.839502022694877,4.7023456467055755,No,PayPal,Yes
CUST25277,Male,52.2702704803805,Premium,32.63693559082961,49.464330869677916,1.4716005417248263,Yes,PayPal,No
CUST22212,Male,38.6140983933936,Basic,57.08431929129423,49.36081480845195,2.6931737817654957,No,DebitCard,Yes
CUST49086,Male,29.57397216532966,Basic,21.193629087519643,69.50331207863147,0.9144338769772653,No,CreditCard,Yes
CUST49527,Female,64.52114006509541,Plus,34.40916007301764,49.12183566425735,0.0,No,CreditCard,Yes
CUST53403,Male,30.67571100995658,Plus,60.78459912492741,29.908656705849296,3.873863119725886,No,PayPal,Yes
CUST60362,Female,18.674017346524657,Plus,79.22470612548578,13.006057765375397,5.567460320572961,No,PayPal,No
CUST94709,Female,29.511777829688928,Plus,86.21425145428113,66.27655422413171,2.422656953799325,No,PayPal,Yes
CUST62085,Male,61.684680680971915,Plus,80.62872960694116,25.39768075302337,1.4696956217100365,No,PayPal,No
CUST37945,Female,58.481016580926074,Basic,37.17391247792298,49.185351450635196,1.5704408189741588,Yes,CreditCard,Yes
CUST72286,Male,25.687243822639253,Plus,79.27989581128388,57.51045929858886,3.1307537149230136,No,CreditCard,Yes
CUST45571,Female,33.72028659261957,Premium,74.37656371121754,37.718186749218304,2.877890221172821,Yes,CreditCard,Yes
CUST46596,Male,62.55370915040785,Premium,35.8367075772209,0.0,0.0,Yes,DebitCard,No
CUST90285,Female,60.96154616929784,Basic,44.18292134142422,50.67743852264067,0.2406300484791276,Yes,PayPal,No
CUST93830,Female,45.564401686140506,Premium,56.06552112180812,40.43856654057239,3.5793475890836124,No,PayPal,No
CUST40271,Female,51.725166866510165,Basic,60.13865960749293,15.691296943892052,5.0256490783329415,No,DebitCard,No
CUST60250,Male,23.440936133936916,Premium,45.27061691283702,26.97303890773081,6.847744804994831,Yes,DebitCard,Yes
CUST44476,Male,32.66957831379605,Basic,33.3602768847691,34.64849251670645,0.5559855785695589,Yes,PayPal,No
CUST63466,Male,64.18033258912878,Premium,26.88057068775082,3.537456075526168,0.0,Yes,CreditCard,No
CUST43425,Male,50.05404634732536,Plus,54.75827776780164,53.98882121303061,0.18362547604145907,Yes,PayPal,Yes
CUST75101,Male,61.22648564414137,Premium,64.42095781725904,29.370070512465357,2.933171765050964,Yes,PayPal,Yes
CUST31973,Female,36.16422200420287,Premium,89.29088984280793,24.1849606993605,0.3355131831939547,No,PayPal,Yes
CUST68550,Female,52.92356939152666,Premium,77.45443315861611,38.779067319212096,0.37829053679513197,Yes,CreditCard,Yes
CUST74497,Male,44.26991765987369,Basic,60.107751579506505,62.14668295271227,1.873191548958689,Yes,CreditCard,Yes
CUST62636,Male,64.8475838193141,Plus,59.731476458842884,5.601818923527175,0.0,Yes,DebitCard,Yes
CUST46027,Male,33.45152752605642,Plus,58.50850857729622,55.491471184742814,0.0,No,PayPal,No
CUST23482,Male,25.919805241430986,Basic,95.10251665013836,69.8265625147899,0.00924433754431253,No,PayPal,Yes
CUST36019,Female,31.213194285095433,Basic,10.821724166661404,57.32616744503766,4.0129409997528604,No,PayPal,No
CUST13604,Male,28.320184378950685,Plus,96.27657850908265,48.708009541289826,2.5960883367681094,Yes,CreditCard,Yes
CUST70028,Female,48.54162285468226,Plus,46.030483044622144,61.187215214617545,2.534507511327763,No,PayPal,Yes
CUST18746,Male,56.96973602034138,Premium,73.44214768765463,38.80074693826165,2.068309637966726,No,CreditCard,Yes
CUST71535,Female,62.89151255964295,Premium,24.542047404466203,15.263281442866075,0.7710427484263868,No,PayPal,No
CUST21435,Female,19.056081301076247,Plus,38.9430164692665,40.80606433886835,1.3116978122280076,No,PayPal,Yes
CUST93495,Male,19.715562313600966,Basic,91.46222678948658,51.567631617614666,0.0,No,CreditCard,No
CUST59484,Male,64.23179308527949,Premium,94.64729038622337,18.151394568644022,0.0,No,CreditCard,No
CUST60005,Female,64.83555817969213,Basic,70.94419869155686,66.69602889107298,0.0,Yes,PayPal,No
CUST79004,Female,45.607071614955444,Plus,37.492467888631424,13.033140134870948,4.623798079487258,No,PayPal,No
CUST35182,Male,41.7272318288451,Plus,42.631382857662004,37.23740619983886,1.5761179577366038,No,PayPal,No
CUST13428,Female,56.507816718898006,Premium,79.90390973180916,26.422570692503314,0.0,Yes,PayPal,No
CUST69468,Male,28.391754836479024,Plus,91.2723927042556,25.43761844291091,0.0,No,PayPal,Yes
CUST26214,Female,62.594039933955784,Plus,84.94243558636619,8.794443449652507,2.3216553214257853,Yes,DebitCard,No
CUST91931,Male,24.40649118835408,Plus,11.175174620012744,51.95802083388186,0.06919683192375936,No,CreditCard,No
CUST27619,Female,67.26425034329078,Premium,53.785197373735784,64.72078629936392,1.8567726323204916,Yes,PayPal,No
CUST26154,Female,47.534591692872894,Plus,28.801251136382938,7.636203711700948,2.9509966851887333,No,CreditCard,Yes
CUST55302,Male,62.18587638497645,Plus,76.36670319162572,32.10176200285844,0.5508570285487062,No,CreditCard,Yes
CUST63007,Male,48.52619237272077,Premium,52.1218327040187,16.390338860534303,0.7591127054770411,Yes,PayPal,No
CUST10323,Male,50.52536679341301,Plus,67.57266451061328,1.7005727500198393,1.194208384052733,Yes,DebitCard,Yes
CUST99028,Female,38.880621762307015,Plus,80.6105867484095,54.17603230829403,1.2345863187145611,Yes,DebitCard,Yes
CUST59585,Male,67.05284735891392,Basic,83.18327569330692,5.387362829531491,3.1234545224299413,No,PayPal,No
CUST85766,Male,21.619464410229156,Premium,78.12073648295214,28.094518741189383,0.0,Yes,CreditCard,Yes
CUST78425,Male,30.22644307062851,Basic,59.031037583943544,25.249017117209647,0.0,No,DebitCard,No
CUST14869,Male,49.60218453107749,Premium,35.128042546158504,20.378463230611153,0.2726476156539879,No,DebitCard,No
CUST34065,Male,44.09572358065708,Premium,89.63150971683714,36.757089173784294,1.578325754716054,No,PayPal,No
CUST50695,Female,39.51359619218187,Plus,14.812297602042223,46.3235802318741,4.658658141944316,Yes,DebitCard,Yes
CUST62156,Female,46.45504299613343,Basic,34.709609043573586,19.263930950470247,0.0,Yes,CreditCard,No
CUST40949,Female,24.336343969835795,Premium,20.769768867878184,8.185785943436478,0.0,No,PayPal,No
CUST32464,Male,58.41878029373876,Plus,50.35221522687192,11.577951556666761,1.4134771274693434,No,PayPal,Yes
CUST43009,Male,70.35260283100905,Basic,82.0355784067766,29.140136739886856,0.7990535208679809,No,CreditCard,Yes
CUST61036,Male,49.98156474907272,Basic,51.3672782848301,25.12165563199043,2.864016526550363,Yes,DebitCard,Yes
CUST37554,Male,26.08032854894466,Premium,89.46350973273448,41.50332692380184,3.0776159368487344,Yes,PayPal,No
CUST35696,Male,20.73339699400502,Premium,20.971834839815443,18.659632290481184,2.9240360094401843,No,DebitCard,No
CUST82406,Female,24.202051711712972,Premium,28.861955184865938,10.946482312832764,1.50495002199294,Yes,PayPal,Yes
CUST42759,Male,54.50985012616884,Basic,72.83918013640253,29.091321942047777,0.0,No,DebitCard,Yes
CUST15343,Female,36.81791240137666,Premium,80.07180172385371,43.25276665364229,0.6342299257828362,No,DebitCard,No
CUST79614,Female,49.769929608101094,Premium,33.999526090866695,15.284006023187349,2.029965741124996,No,PayPal,Yes
CUST29092,Male,59.36497946145295,Premium,83.41514894148628,54.6069966560724,5.127821248210443,Yes,CreditCard,No
CUST52953,Male,70.06854552243627,Plus,21.44275948650337,66.01110078297054,0.047497672770538346,No,PayPal,No
CUST81862,Male,21.72066980616288,Basic,15.339469545965578,39.27725022826163,4.227384464886633,Yes,PayPal,No
CUST79462,Female,67.6208861910397,Basic,17.685380794180467,30.93525317143752,3.7560623047130735,No,CreditCard,No
CUST67403,Male,46.83962741745069,Basic,67.4214241981926,4.630179413901331,3.960812081854739,No,PayPal,No
CUST26123,Male,26.971659051866123,Premium,18.012072938019973,46.905011986691385,3.891114179802036,Yes,CreditCard,No
CUST47629,Male,66.06745667611999,Basic,55.96476451019325,6.44519988266757,2.8882778423354685,Yes,DebitCard,No
CUST71457,Male,56.327541187688574,Plus,66.74405145714393,8.189024345546548,0.0,Yes,PayPal,Yes
CUST68429,Female,47.980071632022614,Plus,21.956319345701743,11.662729279120125,0.0,Yes,PayPal,No
CUST11622,Male,24.308163147373534,Plus,75.67099442193658,36.04800393516176,0.0,Yes,CreditCard,No
CUST62347,Female,34.20248616028229,Premium,54.97846752409437,52.68234278696741,0.0,No,PayPal,No
CUST33526,Male,52.882793863758565,Basic,68.4337519766601,50.533321850388035,0.0,Yes,CreditCard,No
